headline,article
NHS dental practices 'may struggle financially',"Health service-committed practices are ""overstretched and underfunded"", the BDA says Northern Ireland dental practices that provide NHS services may ""struggle to remain financially viable"", the British Dental Association (BDA) has said. The body has warned they are becoming ""increasingly reliant"" on private work to maintain health service dentistry within their practices. The BDA has launched its manifesto ahead of the assembly elections in May. It said that fees provided for NHS care have fallen by ""as much as a quarter in real terms"" in the last 10 years. The chair of the BDA's Northern Ireland Council, Roz McMullan, said an ""ambitious oral health strategy"" is needed. ""Northern Ireland's dentists are working to a financial model that no longer adds up,"" she said. The Department of Health said the uplift in fee levels each year is informed by the recommendations from the UK wide Review Body on Doctors' and Dentists' Remuneration (DDRB) and that its recommendations have been implemented in full since 2016/17. On Monday evening, the BDA said it was ""gutted"" at the outcome of talks with the Department of Health and the Health and Social Care Board (HSCB). It described new funding arrangements announced for general dental services as ""totally inadequate"". The body hoped for a bigger increase in fees to help practices facing financial pressures but said a proposed 25% enhancement to dental fees left NHS dentists ""worried for the future"". Earlier, Ms McMullan said dentists were ""overstretched and underfunded"" ""Health service-committed practices are struggling to remain financially viable,"" she added. ""Colleagues feel they are being pushed out of NHS dentistry - at the very time we face a huge Covid backlog. ""We all need to know this service has a future, because otherwise the UK's deepest oral health inequalities will only widen."" Ms McMullan said the association was calling on politicians to ensure that NHS dentistry is a priority in the next mandate. In an interview with BBC News NI's Good Morning Ulster on Monday, she warned that there was ""a real possibility"" that access to NHS dentistry for all is at risk. Ms McMullan said the fees paid to dentists for NHS work had gone down by 40% in real terms since 2009. ""It got to the point where the more NHS work a practice did, the less was the income,"" she said. But Ms McMullan said dentists wanted to remain positive. Dental disease often affects those less advantaged in society, she said. ""We are passionate that they can retain access to a preventative-based dental treatment. ""We have to look at a new way of delivering dentistry that all people can access at the time they need it for NHS dentistry."" Group meets over rebuilding dental services in NI In a statement, the department said dentists were ""not sheltered from fluctuations in operating costs and given the current rate of inflation those costs have increased"". ""It is expected that this will be taken into account in the next publication of the DDRB report due in June 2022, the recommendations of which will be given full consideration,"" it continued. ""In December 2021 the minister established the General Dental Services Contract Reform group to develop of options for a new contract for General Dental Services. ""One of the primary objectives of any new contract is that, when considered in isolation to private care, it is financially viable and attractive to providers."" The British Dental Association has also called for investment in increased places at the School of Dentistry at Queen's University. Last year, the number of allocated undergraduate places in Northern Ireland remained fixed at 60, according to figures from the Office for Students. There was a 10% increase in the number of allocated undergraduate places in England in the same period. 'We can't send him to school because of the pain' Group meets over rebuilding dental services in NI Death toll rises as governor says hydrants issue 'impaired' LA wildfires fight 'I have nothing to go back to' - BBC reporter tells of LA fires heartbreak Trump avoids prison or fine in hush-money case sentencing LA fires: How three days of devastation unfolded What's the latest on the Los Angeles wildfires and what caused them? 'Cold bites' gas supply and 'Dementia shock' 'My mum died after four days on an A&E trolley' The '9/11 mastermind' wants to plead guilty. Why is the US trying to stop him? Pop star Chappell Roan wins BBC Sound Of 2025 Weekly quiz: Zendaya looked happy but who else sparkled at the Golden Globes? Inside the UK's first legal drug consumption room Danes struggle with response to Trump Greenland threat Dragonsâ Den returns with a new line-up of celebrity guests Can a fresh batch of entrepreneurs secure the deal of a lifetime? Are smart scales really as âsmartâ as they claim to be? Greg Foot explores whether they can accurately measure weight, body fat, muscle and bone mass The award-winning psychological competition is back A nail-biting game of detection, backstabbing and trust. Who will make it through? How close are we to a cancer vaccine? How might it help in the treatment of the disease? Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking."
Petrol at fresh record as oil and gas prices soar,"Petrol prices have hit another record high as oil and gas costs soar amid fears of a global economic shock from Russia's invasion of Ukraine. Oil jumped to $139 a barrel at one point, the highest level for almost 14 years, while wholesale gas prices for next-day delivery more than doubled. It came as the US hinted at a ban on buying Russian energy, as it looked to other countries to increase supplies. However, European leaders rejected that idea on Monday. German Chancellor Olaf Scholz said Europe had ""deliberately exempted"" Russian energy from sanctions because its supply cannot be secured ""any other way"" at the moment. And Netherlands prime minister Mark Rutte said: ""The painful reality is we are still very much dependent on Russian gas and Russian oil and if you now force European companies to quit doing business with Russia that would have enormous ramifications around Europe including Ukraine but also around the world. ""We have to reduce our dependency. That will take time,"" he added. UK petrol prices have hit an average of 155p a litre, the AA motoring group said. The market turmoil is fuelling concerns that the price of many everyday items from food to petrol and heating,already rising at their fastest rate for 30 years, could be pushed higher. Analysts have already warned that UK energy bills could reach as high as Â£3,000 a yeardue to the surge in oil and gas prices. Russia is the world's second top producer of crude oil after Saudi Arabia, and supplies about a third of Europe's needs. The price of Brent crude rose by more than a fifth last week amid fears of a reduction in Russian supplies. After peaking at $139.13 a barrel early on Monday, the price of Brent crude - an international benchmark - fell back to around $125. Ukraine war 'catastrophic for global food' EU mulls weaponising energy in Russia crisis The latest rise in UK petrol prices has pushed the cost to more than Â£7 a gallon, the AA said. Filling up a car with a 55-litre tank now costs nearly Â£17 more than a year ago, rising from Â£68.60 to Â£85.59. The boss of fuel delivery firm Portland Fuel, James Spencer, told the BBC he thought fuel prices could reach Â£1.70-Â£1.75 a litre. ""Even if we can get extra [oil] supplies on to the market, nothing will happen quickly."" He said that, to a certain extent, individual car drivers have options to cut their use by driving less, but added that businesses that have no alternatives were really starting to feel the squeeze. The crisis continues to affect share markets. The main stock exchanges in France and Germany sank more than 4% in early trading before paring their losses, closing 1.3% and 2% lower respectively. In London, the FTSE 100 dropped more than 2%, but then recovered to close 0.4% lower. Last week, the FTSE had its worse week since the start of the pandemic in March 2020. In the US, markets ended lower with the Dow Jones and S&P 500 down 2.4% and 3% respectively. The Dow is now in a ""correction"", having fallen 10% since its last record closing level on 4 January. The price of gold, a haven in troubled times for investors looking for security, hit $2,000 an ounce for the first time in almost 18 months. These are massive movements in the price of commodities - the raw materials that eventually feed, warm and transport us. The extra movements this morning arose out of talk of an embargo on Russian oil. That is very significant, because Russia is the second biggest world exporter. Anyone passing a petrol station would have seen the impact. If there was an actual embargo, the price of an average tank could head close to Â£100, and indeed is already there at the most expensive service stations in the UK. But we don't need to be physically reliant on actual Russian supplies for it to feed through into the prices our suppliers pay and then pass on to us. The price for gas in international markets was already at incredible highs last week. It further increased by a third to frankly frightening levels, 10- to 15-times normal, above Â£6 per therm. If in the first half of this year these prices average Â£3.20, then typical dual fuel bills in October could rise to Â£3,000 a year or Â£250 a month. On Sunday, the US Secretary of State Antony Blinken said the Biden administration and its allies were discussing a ban on Russian oil supplies. The comments came as pressure grows on the White House and other Western nations to take tougher action against Moscow over its invasion of Ukraine. A Russian oil embargo would be a major escalation in the response to the invasion of Ukraine and would potentially have a major impact on the global economy. However, some European countries are reluctant given their dependence on Russian energy supplies. ""While the US might just push through a ban on Russian oil imports, Europe can ill-afford to do the same. More worryingly, [Russian leader Vladimir] Putin, with his back to the wall, could turn off gas supplies to Europe, cutting off the continent's energy lifeline,"" said Vandana Hari at oil markets analysis firm Vanda Insights. Mr Johnson said Europe could not simply shut down the use of oil and gas overnight, but that countries should move together quickly to look beyond Russia for its oil and gas supplies. On Sunday, energy giantShell defended its decision to purchase Russian crude oildespite the invasion of Ukraine. The company said it was forced to buy oil from Russia in order to maintain timely supplies of fuel to Europe. ""To be clear, without an uninterrupted supply of crude oil to refineries, the energy industry cannot assure continued provision of essential products to people across Europe over the weeks ahead,"" a spokesperson added. A possible ban on buying Russian oil has intensified pressure to find alternative supplies. The US is this week expected to press Saudi Arabia to increase crude production, and there is fresh impetus for a deal over Iran's nuclear ambitions that would lift sanctions on its oil exports. However, progress on a deal has been hampered after Russia sought a US guarantee that the sanctions it faces over the Ukraine conflict will not affect its trade with Tehran. LIVE:Latest updates from on the ground IN KYIV:Locals fear another Grozny or Aleppo ANALYSIS:Europe finally steps up EXPLAINED:Why Putin has invaded Ukraine? IN DEPTH:Full coverage of the conflict This video can not be played Video shows people running to escape Russian shelling in Irpin, just outside of the capital Kyiv TikTok limits services as Netflix pulls out of Russia Ukraine war 'catastrophic for global food' Visa and Mastercard suspend Russian operations Shell defends decision to buy Russian crude oil Comments can not be loaded To load Comments you need to enable JavaScript in your browser Death toll rises as governor says hydrants issue 'impaired' LA wildfires fight 'I have nothing to go back to' - BBC reporter tells of LA fires heartbreak Trump avoids prison or fine in hush-money case sentencing LA fires: How three days of devastation unfolded What's the latest on the Los Angeles wildfires and what caused them? 'Cold bites' gas supply and 'Dementia shock' 'My mum died after four days on an A&E trolley' The '9/11 mastermind' wants to plead guilty. Why is the US trying to stop him? Pop star Chappell Roan wins BBC Sound Of 2025 Weekly quiz: Zendaya looked happy but who else sparkled at the Golden Globes? Inside the UK's first legal drug consumption room Danes struggle with response to Trump Greenland threat Dragonsâ Den returns with a new line-up of celebrity guests Can a fresh batch of entrepreneurs secure the deal of a lifetime? Are smart scales really as âsmartâ as they claim to be? Greg Foot explores whether they can accurately measure weight, body fat, muscle and bone mass The award-winning psychological competition is back A nail-biting game of detection, backstabbing and trust. Who will make it through? How close are we to a cancer vaccine? How might it help in the treatment of the disease? Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking."
Ed Sheeran appears at High Court copyright trial,"Ed Sheeran gave evidence at the High Court on Monday Ed Sheeran has told the High Court he does not ""borrow"" ideas from unknown songwriters without credit. The singer-songwriter has been accused by two other songwriters of copying parts of his 2017 hit Shape Of You. Sami Chokri and Ross O'Donoghue's barrister suggested Sheeran treated lesser-known songwriters differently from famous ones. Sheeran denied this, telling the court he had cleared parts of songs with ""lots"" of unknown artists. Shape of You was number one for 14 weeks in the UK in 2017, becoming the best-selling song of the year around the world. Allow YouTube content? This article contains content provided by Google YouTube. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readGoogleâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Chokri and O'Donoghue claim the song's ""Oh I"" hook is ""strikingly similar"" to part of their track Oh Why, which was released by Chokri under the name Sami Switch in 2015. Allow YouTube content? This article contains content provided by Google YouTube. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readGoogleâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. On Friday, their barrister Andrew Sutcliffe QC claimed Sheeran ""borrows ideas and throws them into his songs, sometimes he will acknowledge it but sometimes he won't"". But Sheeran denied the claim that he is a ""magpie"" who lifts other people's work without acknowledgment, pointing out that he has often shared credit with lesser-known artists, including Shivers and Visiting Hours, and a song that sampled an ""unknown composer's"" work from Buffy The Vampire Slayer. ""All those examples are not famous artists that we've cleared songs with and that's what I have to say on that,"" he told the court. Sami Chokri performs under the name Sami Switch Sheeran created Shape of You with co-writers Steve Mac - real name Steven McCutcheon - and Snow Patrol's Johnny McDaid, both of whom were also in court. After its release,Sheeran added the team behind TLC's 1999 single No Scrubsto the song's writing credits after some commentators pointed out similarities. On Monday, Mr Sutcliffe told the star: ""The evidence is overwhelming that at the time of writing Shape of You, your songwriting process involved collecting ideas."" Sheeran replied: ""You say it's overwhelming, I don't agree with that."" In written evidence, the singer said the contested element of Shape of You was ""very short"", and the relevant parts of both songs were ""entirely commonplace"". He said: ""Even so, if I had heard Oh Why at the time and had referenced it, I would have taken steps to clear it."" He added: ""I have always tried to be completely fair in crediting anyone who makes any contribution to any song I write. ""I do refer to other works on occasion when I write, as do many songwriters. If there is a reference to another work, I notify my team so that steps can be taken to obtain clearance. ""I have been as scrupulous as I possibly can and have even given credits to people who I believe may have been no more than a mere influence for a songwriting element. This is because I want to treat other songwriters fairly."" Dressed in a sharp black suit, Ed Sheeran is firm, determined and just a little bit irritated on the stand as lawyers for Chokri and O'Donoghue deconstruct his songwriting process, looking for hints that he might take inspiration from outside sources. Sheeran testifies that he mostly works in collaboration with other writers, and that it's often hard to identify who has written each individual part of a song once it's finished. Referencing his Shape of You co-writer Johnny McDaid, he says: ""My and Johnny's writing partnership is very much like a game of tennis. He'll say something and I'll say something back. We're quite quick when we go back and forth."" Asked repeatedly whether he is responsible for the chorus to his 2015 song Photograph, Sheeran replies tersely: ""I honestly couldn't tell you. I don't know. We wrote the song together."" It's a phrase he returns to several times throughout the morning's questioning. Photograph is relevant because it was the subject of a separate copyright claim from Martin Harrington and Thomas Leonard, who wrote Matt Cardle's 2011 single Amazing. The duo were eventually given a share of the song's royalties and a Â£4m lump sum in an out-of-court settlement. Sheeran says he settled the claim because it was a ""nuisance"" and ""more trouble than it was worth"". Asked why he would pay out such a ""substantial"" sum instead of taking the case to court, he says he did so on the advice of his lawyers. Mr Sutcliffe said Sheeran had known about Chokri before Shape Of You was written because the grime artist had tweeted Sheeran directly, and the singer had given a shout out to Sami Switch on stage in 2011. But Sheeran replied: ""This isn't stuff that's true."" Chokri had also appeared on YouTube channel SBTV at around the same time as Sheeran, who described its founder Jamal Edwards as his ""best friend"". But he said the music entrepreneur,who died last month, didn't share songs like Oh Why with him. Instead, the pair would ""talk about football, talk about his mum, talk about theatre"", he said. Sheeran was also asked about his role as a talent-spotter for his own label Gingerbread Man Records. He denied being aware of Oh Why, saying he had just signed Jamie Lawson to the label and ""wasn't looking for anyone else"" to work with. The musician told the court he quit social media in 2015, adding that for ""the whole of 2016"" he was ""off"" social media and was using a ""flip phone from Tesco"". In May 2018, Sheeran and his co-writers issued proceedings asking the High Court to declare they had not infringed Chokri and O'Donoghue's copyright. The pair then issued a counter claim for copyright infringement. The trial is expected to continue for about three weeks. Ed Sheeran's Shape of You was written in just 90 mins Shape of You goes five times platinum No Scrubs writers credited on Shape of You Ed Sheeran sued for âcopyingâ Let's Get It On Sheeran settles copyright lawsuit claim Death toll rises as governor says hydrants issue 'impaired' LA wildfires fight 'I have nothing to go back to' - BBC reporter tells of LA fires heartbreak Trump avoids prison or fine in hush-money case sentencing LA fires: How three days of devastation unfolded What's the latest on the Los Angeles wildfires and what caused them? 'Cold bites' gas supply and 'Dementia shock' 'My mum died after four days on an A&E trolley' The '9/11 mastermind' wants to plead guilty. Why is the US trying to stop him? Pop star Chappell Roan wins BBC Sound Of 2025 Weekly quiz: Zendaya looked happy but who else sparkled at the Golden Globes? Inside the UK's first legal drug consumption room Danes struggle with response to Trump Greenland threat Dragonsâ Den returns with a new line-up of celebrity guests Can a fresh batch of entrepreneurs secure the deal of a lifetime? Are smart scales really as âsmartâ as they claim to be? Greg Foot explores whether they can accurately measure weight, body fat, muscle and bone mass The award-winning psychological competition is back A nail-biting game of detection, backstabbing and trust. Who will make it through? How close are we to a cancer vaccine? How might it help in the treatment of the disease? Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking."
McDonald's and Coca-Cola boycott calls grow,"Pressure is growing on Western food and drink giants to pull out of Russia due to the invasion of Ukraine. McDonald's and Coca-Cola have been criticised on social media for failing to speak out about the attacks and continuing to operate in the country. Well-known firms includingNetflix and Levi's have already suspended salesor stopped providing services in Russia. McDonald's and Coca-Cola have not responded to the BBC's request for comment. #BoycottMcDonalds and #BoycottCocaCola were trending on Twitter on Monday and over the weekend respectively. Dragon's Den investor Deborah Meaden also spoke out on social media against the fizzy drinks company, urging people to stop drinking its products. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. The criticism comes amid calls for other well-known Western firms such as KFC, Pepsi, Starbucks and Burger King to close their outlets and stop sales in Russia. However, most firms have stayed silent on the issue with Pepsi, Starbucks and Burger King also declining to respond to the BBC's requests for comment. Fast food chain KFC did not respond initially but its owner Yum Brands, which also owns Pizza Hut, has since announced that it has suspended future investments in Russia. Yum Brands is the world's second-biggest restaurant chain, and there are about 1,000 KFC outlets and 50 Pizza Hut restaurants in Russia. The company was not pulling out entirely, but Yum said that it would ""redirect all profits from operations in Russia to humanitarian efforts"". It is also donating $1m (Â£762,000) to the Red Cross. Many of the firms the BBC has contacted have a large number of stores in the country. In recently-published informationon its website,external, McDonald's said that it has 847 stores in Russia. The company also owns the majority of these outlets, whereas across the rest of the world most are typically operated by franchisees. Both McDonald's and Pepsi, who have had a presence in Russia for decades, have also been singled out by the boss of New York state's pension fund. The oldest Russian McDonald's branch, off Pushkin Square in central Moscow, opened in 1990. Thomas DiNapoli, comptroller of the New York state common retirement fund, wrote letters to the companies, according to Reuters reports, urging them to review their businesses in Russia because they face ""significant and growing legal, compliance, operational, human rights and personnel, and reputational risks"". Often, franchise owners will be able to take the decision as to whether or not to shut chains down, depending on terms of agreements they might have with big food chains like KFC or Starbucks. In a recent statement, Kevin Johnson, the boss of Starbucks, described attacks on Ukraine as ""unprovoked"" and ""unjust"". But most of its sites in Russia remain open, according to its website. Most of these franchises are run by the Kuwait-based Alshaya Group. Kathleen Brooks, director at Minerva Analysis, said McDonald's and Coca-Cola were ""very complicated businesses"", which would not make it easy to make a decision to leave Russia quickly. She told the BBC's Today programme that Coca-Cola had an ""incredibly complicated structure"" with bottling plants in Russia. ""I don't think it's as simple as saying can you just pull out of Russia,"" she said. ""These are complicated businesses and there's a lot to consider, but right now the reputation risk could really hit their share prices so they may have no choice going forward."" But Dr Ian Peters, director of the Institute for Business Ethics, told BBC News: ""This is not a time to sit on the fence. ""The world is likely to judge companies by what they do in such circumstances, and ethical judgement will be as important as complying with any government-led regulations and sanctions."" He said that most firms would have what they refer to as an ""ethical compass"" they use to make big decisions. ""We would advise firms in such circumstances always to look at the bigger picture and seek to do the right thing, putting the wider interest above short-term profit,"" he added. He cited important ethical dilemmas that might come up for companies when considering to suspend operations in Russia too: What duty of care do these companies hold to employees on the ground? Is it fair to deprive Russian citizens of basic goods? Professor of business ethics at Henley Business School, Kleio Akrivou, suggested that these types of decisions might be more difficult to reach for food companies than, say, consulting firms. ""When it comes to sanctions which deprive the Russian population of its basic goods and dignity, firms may need to approach the situation more thoughtfully, with an appeal to practical reason."" She said now is the time for fast food giants to balance how real people are affected by such moves, alongside any reputational risk. LIVE:Latest updates from on the ground SYMBOL:Why has 'Z' become a Russian pro-war sign? IN LVIV:Chaos and tears trying to catch a train to safety EXPLAINED:Why Putin has invaded Ukraine? IN DEPTH:Full coverage of the conflict This video can not be played The BBC's Jeremy Bowen was on the frontline in Irpin, as residents came under Russian fire while trying to flee Growing numbers of firms pull back from Russia Five ways the Ukraine war could push up prices Comments can not be loaded To load Comments you need to enable JavaScript in your browser Death toll rises as governor says hydrants issue 'impaired' LA wildfires fight 'I have nothing to go back to' - BBC reporter tells of LA fires heartbreak Trump avoids prison or fine in hush-money case sentencing LA fires: How three days of devastation unfolded What's the latest on the Los Angeles wildfires and what caused them? 'Cold bites' gas supply and 'Dementia shock' 'My mum died after four days on an A&E trolley' The '9/11 mastermind' wants to plead guilty. Why is the US trying to stop him? Pop star Chappell Roan wins BBC Sound Of 2025 Weekly quiz: Zendaya looked happy but who else sparkled at the Golden Globes? Inside the UK's first legal drug consumption room Danes struggle with response to Trump Greenland threat Dragonsâ Den returns with a new line-up of celebrity guests Can a fresh batch of entrepreneurs secure the deal of a lifetime? Are smart scales really as âsmartâ as they claim to be? Greg Foot explores whether they can accurately measure weight, body fat, muscle and bone mass The award-winning psychological competition is back A nail-biting game of detection, backstabbing and trust. Who will make it through? How close are we to a cancer vaccine? How might it help in the treatment of the disease? Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking."
UK calls for 'step-by-step' move from Russian fuel,"This video can not be played Boris Johnson says no European country had done more than the UK to settle vulnerable people since 2015 Prime Minister Boris Johnson has called for a ""step-by-step"" move away from dependence on Russian oil and gas as a result of the Ukraine war. After talks with the Canadian and Dutch PMs, Mr Johnson said nations have to work together to secure alternatives. Canada's PM Justin Trudeau said Europe did not want to repeat its mistake of being too dependent on Russia. But Dutch Prime Minister Mark Rutte warned forcing a boycott now would have ""enormous consequences"". And in Germany, Chancellor Olaf Scholz cautioned against banning Russian oil and gas. In a statement, he said Europe had ""deliberately exempted"" Russian energy from sanctions because its supply cannot be secured ""any other way"" at the moment. Will Russia's invasion push up gas bills? Petrol at fresh record as oil and gas prices soar Is the UK doing enough to help refugees? Ukrainians on way to UK hit paperwork dead-end in Calais Meanwhile, Russia warned that oil prices could surge to $300 a barrel and it might close the main gas pipeline to Germany if the West halted oil imports over the invasion of Ukraine. ""Foregoing Russian oil will have catastrophic consequences for the world market,"" said Russian Deputy Prime Minister Alexander Novak. Mr Johnson's call came at a Downing Street news conference after he, Mr Trudeau, and Mr Rutte discussed new sanctions against Russia and aid for Ukraine. Asked about claims that the US was in active discussions with European nations about banning imports of Russian oil, Mr Johnson said Western allies are ""moving very, very fast"" - and things which weeks ago would not have been considered are ""now very much on the table"". He said he would set out a new energy supply strategy in the coming days, saying the UK was looking at using more of its own fossil fuels. But he said the UK was not abandoning its commitment to cut carbon emissions. The UK gets less than 5% of its gas from Russia - but for EU countries the figure is about 40%. Mr Rutte told the news conference the change would have to be ""diligent and not overnight"", combined with a faster uptake of renewable energy. An immediate change would ""basically undermine supply chains the world over, particularly in Europe,"" he said, adding: ""It would also have an impact on Ukraine itself."" Mr Johnson also announced a further Â£175m of UK support for Ukraine and Mr Trudeau said Canada would sanction 10 more Russian oligarchs and officials. Later the prime minister joined a call with Mr Scholz, US President Joe Biden and French President Emmanuel Macron, where they said they were determined to continue raising the cost on Russia for its invasion of Ukraine. Mr Johnson said previously unthinkable options for Western leaders were now ""very much on the table"" Western nations are facing calls to do more as Russia continues its bombardment of Ukrainian cities. The UK has also been criticised after it emerged that only about 50 refugees have been granted visas to enter the country as of Sunday. During a visit to an RAF station with his fellow leaders, Mr Johnson said the UK was ""processing thousands"" and would be ""very generous"" to refugees, but would not let people in without any checks. What sanctions are being imposed on Russia? Will new legal powers find Putin's loot? The government has so far announced two main schemes for people fleeing Ukraine to come to the UK - one which allows family members of people settled in the UK to join them and the other which allows organisations to sponsor a Ukrainian's entry. Home Office sources have said they are in the early stages of exploring a scheme to provide humanitarian access to people fleeing the conflict. But a senior government source told the BBC the focus was still on the two schemes for Ukrainian refugees that have already been announced, and the need for further action was being kept under review. Labour leader Sir Keir Starmer said the Home Office was in a ""complete mess"" and the government must establish a ""simple route to sanctuary"", while Scotland's First Minister Nicola Sturgeon said the UK was ""not doing anywhere near enough"" to help refugees. More than 1.5 million people have fled Ukraine since the invasion began, according to the UN refugee agency. This video can not be played Labour leader Sir Keir Starmer says the Home Office is in a ""complete mess"" over how Ukrainians can get to the UK Meanwhile, MPs are expected to vote later on the Economic Crime Bill, which aims to make it easier to sanction individuals. In recent days, the government has announced asset freezes and travel bans on a number of oligarchs - but hasfaced accusations of being too slowto sanction those with links to President Putin. LIVE:Latest updates from on the ground IN KYIV:Locals fear another Grozny or Aleppo ANALYSIS:Europe finally steps up EXPLAINED:Why Putin has invaded Ukraine? IN DEPTH:Full coverage of the conflict The bill will set up a new register that will mean foreign owners of UK property must declare and verify their identities with Companies House. MPs are expected to vote through all stages of the bill in a single sitting. Labour said it would support the legislation, but wanted the proposed timeframe for property owners to register to be cut from six months to 28 days. BIG BUSINESSES AND CLIMATE CHANGE:Deborah Meaden talks to some of the world's biggest business about the biggest problem facing the planet JUST STAND UP:Can we burn more calories and lower blood sugar levels without even doing any exercise? PM defends Ukraine refugee response after criticism TikTok limits services as Netflix pulls out of Russia Will new legal powers find Putin's loot? UK calls for renewed world effort to halt invasion Fleeing Ukrainians urge UK to offer more support Truss calls for Ukraine support to be stepped up UK under pressure to speed up Russia sanctions Tories must sack co-chair over Russia links - Labour Where have Ukraine's millions of refugees gone? Comments can not be loaded To load Comments you need to enable JavaScript in your browser Death toll rises as governor says hydrants issue 'impaired' LA wildfires fight 'I have nothing to go back to' - BBC reporter tells of LA fires heartbreak Trump avoids prison or fine in hush-money case sentencing LA fires: How three days of devastation unfolded What's the latest on the Los Angeles wildfires and what caused them? 'Cold bites' gas supply and 'Dementia shock' 'My mum died after four days on an A&E trolley' The '9/11 mastermind' wants to plead guilty. Why is the US trying to stop him? Pop star Chappell Roan wins BBC Sound Of 2025 Weekly quiz: Zendaya looked happy but who else sparkled at the Golden Globes? Inside the UK's first legal drug consumption room Danes struggle with response to Trump Greenland threat Dragonsâ Den returns with a new line-up of celebrity guests Can a fresh batch of entrepreneurs secure the deal of a lifetime? Are smart scales really as âsmartâ as they claim to be? Greg Foot explores whether they can accurately measure weight, body fat, muscle and bone mass The award-winning psychological competition is back A nail-biting game of detection, backstabbing and trust. Who will make it through? How close are we to a cancer vaccine? How might it help in the treatment of the disease? Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking."
