average_sentiment_score,Open,Close,High,Volume,Low,Date
0.3217815130488143,0.9198053938863922,0.8311521219065998,0.8849486151435553,0.5202610359643459,0.7385321550819448,2017-06-16
0.6185174370215024,0.8311771860518871,0.9145809460627614,0.8903060048850175,0.2342287959430723,0.9219392108592661,2017-06-17
0.5012064867209655,0.9246403908205405,1.1608367006412958,1.1994677174063302,0.8594448304807147,0.9861120646534385,2017-06-18
0.599639782425137,1.1407878733049852,1.5076292141607865,1.5691736946403037,0.8768131047514784,1.1279435851665873,2017-06-19
0.5819549797603653,1.5076947820230586,1.8221759845606424,1.9276233927830777,1.2612974171218603,1.5888837670043845,2017-06-20
0.6339329083580536,1.8222208819597299,1.718714190941439,1.9852297340891258,1.0601073640320093,1.4912170578369732,2017-06-21
0.5168308045225274,1.715619754128845,2.070522485575861,2.199168164431539,0.6805296521764432,1.6967604625388635,2017-06-22
0.36048253179573225,2.070584924057375,2.2414008001125794,2.8187819715194227,1.328893156777284,2.0823958650045604,2017-06-23
0.3840606386906742,2.2414683915844904,2.04036748889291,2.4897921563205667,1.5659168917958508,1.8929177414450908,2017-06-24
0.6373592733863209,2.040429018023179,1.8722533823854626,2.180826305359693,0.7726617938937358,1.8630037564118904,2017-06-25
0.6572247168669191,1.849461717077288,2.20113382787528,2.4579588921148403,0.7556950418326382,1.9223413332810235,2017-06-26
0.3762096316051528,2.201200205060161,2.254558430331908,2.446080464537536,0.8065050535382449,2.0873194127051047,2017-06-27
0.5793866276629202,2.2546264185840794,2.0956617011438805,2.4035554633854073,0.7054517962807529,2.111633107425533,2017-06-28
0.6038853433842634,2.1147834303348283,1.8905976720342572,2.2444582699663567,0.6168962290491244,1.9351111721378196,2017-06-29
0.6759834608898359,1.8906546847200012,2.0604607683493157,2.2098829439144634,0.39715344638491734,1.9625535754568002,2017-06-30
0.40700832117091806,2.0605229034106323,1.7388175220634068,2.1810912945296987,0.6289718751612919,1.7664257201424096,2017-07-01
0.6788770933508519,1.738880009649888,1.7739681965301646,1.9565302548504544,0.6280979738814303,1.7869045400602204,2017-07-02
0.48977117578204843,1.7740216921484055,1.8316949118468937,1.990990368219732,0.5546290145905849,1.7595307917888565,2017-07-03
0.7304869661302195,1.8393896444618658,2.0380656574794447,2.155410387575463,0.43886081101142116,1.8978314812816919,2017-07-04
0.6383421501651602,2.0381271171959003,2.0654262911364434,2.3020646112724084,0.5598629724700882,2.0596514285153837,2017-07-05
0.5443129024937462,2.0430123739734416,1.8944474599441143,2.186851928660305,0.5400200540942247,1.9419668690355927,2017-07-06
0.6625236382371811,1.9097132173336124,1.9398106266208313,2.1108115581363176,0.5351866617985409,1.9623770339057849,2017-07-07
0.4115095309099095,1.939879175336488,1.8493858432342254,2.119464030600488,0.4195977742682765,1.9071489520297362,2017-07-08
0.42738052532914017,1.859483529849319,1.8564421124580353,1.9967394810820753,0.5129134285274578,1.8144548298825995,2017-07-09
0.5024744527212933,1.8564980951519345,1.874515007136683,2.0159339140052506,0.44925498616821613,1.83131454800459,2017-07-10
0.7089950162118691,1.8928359619231419,1.8143155820919539,2.1431632794137965,0.43197485734393315,1.8881216959758333,2017-07-11
0.4949517961909589,1.8293376757838011,1.8896025571437196,2.0117286510899124,0.27420646180739516,1.8881216959758333,2017-07-12
0.48675272977104306,1.8896595398208724,1.9760267776370544,2.188257523388172,0.4244914450836067,1.8733020135544667,2017-07-13
0.6085295061539847,1.9746690389312729,1.8896427638059627,2.1580257154707585,0.4308302753147558,1.9396424052805532,2017-07-14
0.5279077882876579,1.902928138475918,1.9142492410992524,2.0412691829116536,0.3989407562056887,1.8831098774997788,2017-07-15
0.4882677355408003,1.8977011147633256,1.9569286130711863,2.1045094243974365,0.60826042647445,1.9321491972263356,2017-07-16
0.5639610061843617,1.9199260175105284,1.8489234666184196,2.0877229365408514,0.4764684987295703,1.9027157975264561,2017-07-17
0.6353077767806763,1.8393896444618658,1.9096958366001253,2.0117171298216494,0.3304963452372951,1.8733020135544667,2017-07-18
0.39520811413578566,1.9188001970185855,1.9599541644050422,2.0992902898751087,0.4649739127022515,1.9717729675653928,2017-07-19
0.5409977564645183,1.9881286249912034,1.8986390044830443,2.0981035992442028,0.34694497764858956,1.956659049225669,2017-07-20
0.5993439948131385,1.899701456530261,1.9772128741732509,2.1165145859256196,0.3358543788755096,1.9617297148853936,2017-07-21
0.46451706516617103,2.0022214850778504,2.129716744064492,2.273307525692429,0.5823486737281034,1.9831893211977363,2017-07-22
0.5966730769893542,2.1108028507383167,2.1489958386104586,2.41140144707129,0.710828360732105,2.1552192547984976,2017-07-23
0.349660071140605,2.149060643527033,2.3117825623705865,2.503686805843584,0.5130678445760615,2.184221108484783,2017-07-24
0.4676927870742985,2.3138425660665636,2.2350783024747205,2.6188879671874243,0.6764763064601752,2.2783962180876625,2017-07-25
0.48522708596840924,2.232441723711588,2.140894196168306,2.388462601963221,0.6665583812422186,2.1154385586363134,2017-07-26
0.48219233635467745,2.1510006734818994,1.958436362905335,2.296303977141802,0.6975365520219818,1.96157278906227,2017-07-27
0.6091907250332144,1.9457495250444783,2.020254106105382,2.224365178118804,0.2988428659305845,2.005757216135896,2017-07-28
0.5565140491918051,2.020315028698368,2.1006774822588117,2.296303977141802,0.32243145974066745,2.064810364950617,2017-07-29
