average_sentiment_score,Open,Close,High,Volume,Low,Date
0.48270310980895814,0.849924107636479,0.6895744124801464,0.7935273514908516,0.2663484792308183,0.6375209643091821,2017-01-01
0.4479752167775083,0.6670787973824659,0.654363428020023,0.6036798930826315,0.19569796428300704,0.6394727292342992,2017-01-02
0.4735842161939928,0.6331534030939938,0.6033914319602758,0.5973431955389668,0.1451426646071501,0.686550476171794,2017-01-03
0.46280778929985544,0.6277755998512298,0.6622941921476393,0.7649776487395741,0.31649149534944243,0.686550476171794,2017-01-04
0.5572368258153203,0.6622940602917069,0.5784834047001581,0.627724779943776,0.1247166120706894,0.6397473494247681,2017-01-05
0.6350036678629609,0.6029874450911201,0.693444303721126,0.6555486427945976,0.16720806051496426,0.6822644396276925,2017-01-06
0.24901753516200822,0.6934551631937094,0.5728343686548865,0.6141872897368543,0.12979330620667776,0.6669347482811716,2017-01-07
0.289904016293696,0.57285164299428,0.3346601531873823,0.4759551131388555,0.3365379116119088,0.3975911886150296,2017-01-08
0.26550322479668786,0.33460993335544664,0.5195504895161118,0.44340753030093616,0.22455212899078583,0.4433448739199086,2017-01-09
0.39571750640622333,0.5195661570318535,0.3567135074281804,0.4160329969122998,0.18751703591195054,0.4658735374022882,2017-01-10
0.4940733763443035,0.3796427530331794,0.4532899101381087,0.3722406562514404,0.2333614967679661,0.4413538775390098,2017-01-11
0.6217067253136841,0.47128655147110265,0.4624369257986043,0.4510922162311637,0.23862171056092144,0.5002893319863855,2017-01-12
0.5550324262230891,0.46253128675251,0.5778400981042555,0.4883404765196566,0.17041831939494353,0.5296246530468132,2017-01-13
0.8047984091160338,0.5728415910256004,0.6958265484590793,0.6732683533803403,0.2348970975322974,0.6767426122264819,2017-01-14
0.42827258801285206,0.6958475317390906,0.633134310355226,0.672968800405549,0.2164466964224073,0.6375111564452371,2017-01-15
0.45788087415501644,0.6432053717720603,0.5426994753030581,0.5565924696990638,0.2373970741989452,0.6375503879010189,2017-01-16
0.6569320085001815,0.5677955027492114,0.48407816175140006,0.5255656942716254,0.1863346851852202,0.5611569356309882,2017-01-17
0.6853742988397084,0.48738980529336473,0.5627726514283413,0.48733812618093,0.11924195049122405,0.5625300365833308,2017-01-18
0.45784687671207563,0.5627795703788578,0.640582594535914,0.6026775427439048,0.11475127425751513,0.6394138820506274,2017-01-19
0.5058329425729853,0.6406019118844402,0.7346661841867199,0.6871169178303163,0.21900225998281084,0.7016643945115195,2017-01-20
0.5709863258755582,0.7489520822653102,0.7609311862975687,0.7499539149269552,0.4391509431529499,0.7866103041418615,2017-01-21
0.514896131122178,0.7336730898746513,0.7522565989184411,0.7743444398359376,0.21057817395853376,0.7675340087682301,2017-01-22
0.4262629262888378,0.7522792838977495,0.7135576865086541,0.6936955620074663,0.11913174719370204,0.7650133877342853,2017-01-23
0.3998817927941721,0.6924097584511912,0.6924290854994659,0.6602838840499565,0.04632685261007155,0.7615806353534254,2017-01-24
0.4736087032858399,0.6723560809384512,0.6656212934483232,0.6275980459929027,0.08545422505672834,0.7453976598436629,2017-01-25
0.41676420912897083,0.6653197028638047,0.8218643829282506,0.7767984699755743,0.19972546446444708,0.7458978609048739,2017-01-26
0.3991271050899087,0.8218891669933548,0.8567537140904236,0.8331029079681098,0.06848247081294337,0.8532939711060319,2017-01-27
0.339657335551589,0.8567896022435981,0.914993064350762,0.8907092492741597,0.07543867963716741,0.9338067262330938,2017-01-28
0.6069335094939267,0.9146085260798316,0.9095551132822699,0.9120812018987046,0.1566063197320973,0.9023234829686437,2017-01-29
0.5429006988510588,0.9095724897721205,0.8321572884626978,0.8630466841789932,0.13002876094221225,0.8336684353514645,2017-01-30
0.546665037453189,0.8321823829196937,0.7788332026616818,0.8619060786211339,0.17251773879625734,0.8238605714061524,2017-01-31
0.6164995626355112,0.7788767930199114,0.703847777576744,0.7293769298124335,0.04536644185256823,0.7895526633254537,2017-02-01
0.6329493354545097,0.703497079903098,0.79017148141447,0.7351721277478216,0.08590958450534095,0.7552055237889732,2017-02-02
0.47952992895719443,0.7901953097514127,0.7667108939951337,0.8160975160145618,0.08690349380444459,0.8437411116232987,2017-02-03
0.36393534956277257,0.7480775609903176,0.5675069859075634,0.7178441402829616,0.21408304032530648,0.6375111564452371,2017-02-04
0.4179679566193432,0.5477116693304378,0.6331242586896639,0.5550831835568459,0.061126140057466194,0.6519875636285164,2017-02-05
0.4921192919290712,0.6331232471879602,0.7234284220895404,0.6602608415134341,0.07838187630907661,0.6954854402259727,2017-02-06
0.5903969615114321,0.6903290009348311,0.6831614498522409,0.7178902253560064,0.07769735367288841,0.7661805235437775,2017-02-07
0.4152536114783688,0.6651387674275995,0.7336409142994995,0.6718051523111672,0.06260432108837646,0.7454074677076079,2017-02-08
0.5997844073623106,0.7336630379059716,0.75072874575317,0.7409327618784278,0.06652452666943368,0.8055492894202558,2017-02-09
0.27379690281282887,0.7658393896444604,0.683392638160143,0.7270150698188864,0.06342254674396922,0.7751449111897912,2017-02-10
0.5475808237046862,0.6834132464843226,0.6824176266007278,0.6153278952947137,0.055349201347463794,0.733608607381397,2017-02-11
0.4208051878898822,0.6817546716524419,0.7200912691232926,0.6646274021844327,0.0455863881580745,0.7504192861836625,2017-02-12
0.4829188883481582,0.7195098660072556,0.7035060209476711,0.6497764873957319,0.0,0.7504389019115507,2017-02-13
0.4367158875722468,0.7065327744438736,0.3836117644693715,0.6486358818378726,0.5178555850226508,0.39231455781245295,2017-02-14
0.5255739426970786,0.3836233326296945,0.210944253462797,0.28075026498916955,0.4460769142819375,0.2685393148226236,2017-02-15
0.7633454544940956,0.18083491651839978,0.263233017711034,0.22860500483893276,0.38070680763734366,0.2463048872586029,2017-02-16
0.5518099764411883,0.2640752691414594,0.3522505679191035,0.22577077284667624,0.19454865735399632,0.3432752380858961,2017-02-17
0.43355502671940876,0.3522611903541293,0.37923928995034295,0.31464583621364994,0.12189771298377461,0.4325366078521764,2017-02-18
0.5659849847390049,0.37922057034869994,0.2774561244798246,0.25402092262316245,0.11003511160687562,0.3003462175972693,2017-02-19
0.44942348310015734,0.2781279213533949,0.3315943951912832,0.2519125305313601,0.10863886211368626,0.3886660324247977,2017-02-20
0.45583643637459126,0.3316043947207046,0.3038618499085288,0.22823632425457419,0.07605980986725788,0.36065477299698756,2017-02-21
0.4080292906581205,0.2813847592050873,0.1717930161027681,0.19990552560025776,0.4701366310708869,0.06443766612069624,2017-02-22
0.4688770038404817,0.17179819667681784,0.10759302816476612,0.03454076224710789,0.1739510000048081,0.17910140350533155,2017-02-23
0.43611894051888217,0.10759627273001193,0.21093420179723665,0.08973915848656766,0.14347636934238095,0.1684206396688861,2017-02-24
0.3895953702926822,0.20354231376214926,0.1476388637597239,0.06466887875017413,0.15981022051623267,0.17691424984552562,2017-02-25
