Open,High,Low,Close,Volume,Date
0.7659180693603449,0.7764783036867942,0.767840243487768,0.7782947176474387,0.1211826771832188,2021-09-03
0.7777750746643062,0.7694463002174711,0.7873680902096739,0.776966435069191,0.1048067404939492,2021-09-04
0.7765999403826647,0.7907520258743931,0.7871970534293087,0.8067197206482334,0.08439368231205731,2021-09-05
0.8067104197817158,0.8041538634066825,0.8126433499668918,0.8211971782851395,0.10884094360217828,2021-09-06
0.821369441082612,0.8066147784166373,0.6821693197170712,0.7254225555562858,0.18401501493875372,2021-09-07
0.7254589573446494,0.7177313567681667,0.7036033047269051,0.7135833503606179,0.13774916515177152,2021-09-08
0.7081435994588036,0.7165702487178653,0.7222182992502358,0.7185186603582012,0.10823715017734388,2021-09-09
0.7183701902537859,0.7128632450656167,0.6999602279594358,0.6937211179080242,0.10961353420121624,2021-09-10
0.6932638109298854,0.6957547183709578,0.7079175384725387,0.6989445480236832,0.09632160864748507,2021-09-11
0.6988018118585388,0.702124804058033,0.7074505496920019,0.7131207774907546,0.07742424578940546,2021-09-12
0.7127884469546146,0.7058896775677937,0.6873105920596533,0.6950233129012898,0.11479707799611892,2021-09-13
0.6947471971476976,0.7158645511586542,0.706810162271596,0.7300507901772042,0.10817860038493031,2021-09-14
0.729902628532331,0.7357088746019105,0.7407534503728578,0.747879475446341,0.0848557616409021,2021-09-15
0.747347671915938,0.7362943664321686,0.7458966909092997,0.7414150855131179,0.08851023781621059,2021-09-16
0.7409691882189262,0.7310463266403664,0.7417476549481998,0.7329298709254873,0.07983924786677671,2021-09-17
0.7327889176187505,0.7412049998877541,0.7460264610364051,0.7495575630921186,0.07940497233303043,2021-09-18
0.7491556251591663,0.7337426838460804,0.7432135719894963,0.732809778043631,0.0748135727315053,2021-09-19
0.7325896040501041,0.7176370666638449,0.6706428056362903,0.6601627062605678,0.12319200376996774,2021-09-20
0.6627182203121181,0.6577247343588118,0.6234260271138021,0.6247946124084982,0.1368734585145305,2021-09-21
0.6243343973534069,0.6636991035663277,0.6375009038916906,0.6721823399498386,0.10671531157411553,2021-09-22
0.6717303022839495,0.6792151402761284,0.679215572991077,0.693905144673896,0.09559125208358155,2021-09-23
0.6936660350728469,0.6814424372604455,0.6427230037235139,0.6600960736682385,0.12013517866240785,2021-09-24
0.6599007242777043,0.6478801937151253,0.6565516583864076,0.6580702371199127,0.08805456519630606,2021-09-25
0.6579396406645589,0.662743873763014,0.6412433748773564,0.6661624029243518,0.08536040369712619,2021-09-26
0.6663678488767654,0.6690875406255489,0.663785588971579,0.650160363204479,0.08627076077567707,2021-09-27
0.6493769937714653,0.64431962590634,0.642640798480096,0.6304016458118005,0.0840860415593141,2021-09-28
0.6306985571903968,0.6406177802262684,0.6409277408378159,0.6391168295892778,0.08519232207418646,2021-09-29
0.6386948015741245,0.66553452107305,0.6512554229278253,0.6757417542864773,0.08673236243166317,2021-09-30
0.6759471683932853,0.735476074298267,0.6827540726203352,0.7469022830387371,0.12016743414604772,2021-10-01
0.7469951637489476,0.732997043511871,0.7523786370102705,0.7402328548996219,0.08522654991403696,2021-10-02
0.7394732124237215,0.7466624404386301,0.7472021994708185,0.7482677693562366,0.07387237673443196,2021-10-03
0.7481698483987143,0.7519133737305542,0.7453163336619425,0.7632851630704466,0.09313296650769172,2021-10-04
0.7640551973097013,0.790289947763089,0.7793744991724922,0.8027949514881652,0.10024527877706241,2021-10-05
0.8020677562004089,0.8503293421112164,0.8031457899613089,0.8660695092429046,0.1378261716784984,2021-10-06
0.865407590099893,0.8466282512390603,0.8541578528925039,0.8404831705015817,0.10291220160119384,2021-10-07
0.8401424279427563,0.8560380761622375,0.8568885367127902,0.843145711383443,0.09718122812829448,2021-10-08
0.8422412261167667,0.8475834810423737,0.8576794259739509,0.8596011997328478,0.09058595972528921,2021-10-09
0.8590635992879678,0.8637404891558352,0.8665660559988431,0.8563665309447986,0.11067899920780813,2021-10-10
0.855467476423128,0.8861514658695956,0.8708573929789526,0.9009970054965786,0.119558325268927,2021-10-11
0.9013894373065702,0.8834919063307518,0.8701554664430301,0.8772486212283689,0.11512208005176333,2021-10-12
0.876912023008437,0.8844706614745869,0.8683583665685586,0.8996203387737658,0.11683679724201625,2021-10-13
0.8988571337396193,0.8971931574064356,0.911792785206298,0.8983113970097153,0.10236374618340449,2021-10-14
0.8984143146328208,0.9660877697181568,0.9102991821115167,0.9685898952358232,0.14566555548538357,2021-10-15
0.9685233587603592,0.9583156613229648,0.9663615864326053,0.95704626375629,0.09561095456344469,2021-10-16
0.9566531857902771,0.9481876842523246,0.9488666958097505,0.967926460757524,0.08070919036802789,2021-10-17
0.9675248639656608,0.9637936079182886,0.9631139871053854,0.9756981218289746,0.106475028339792,2021-10-18
0.9756538770089602,0.9930988956079417,0.9901574141512949,1.0124773874183457,0.11337290034999446,2021-10-19
1.0125107640810656,1.0332894375687025,1.0235421920460577,1.0409485898801878,0.11428026557754621,2021-10-20
1.0407549670926417,1.0279779925593562,0.9984623091746533,0.9787263388059315,0.12889810356260398,2021-10-21
0.9788558690059259,0.9815126614478668,0.9649621290166673,0.9537578133905985,0.10755589864087917,2021-10-22
0.9534791991633126,0.9497714937368169,0.9599861200779573,0.9652945695808106,0.07457034991061397,2021-10-23
0.964557449179994,0.9459378054615346,0.9569095575143075,0.957682132776914,0.07580860787465807,2021-10-24
0.9567563432376285,0.9817429456714492,0.9745187350731762,0.9923735555803896,0.08651314390764289,2021-10-25
0.9919263554124347,0.9736867089232607,0.9627512474167538,0.9483546616086107,0.09740421978845787,2021-10-26
0.9478451705866614,0.9448006001718153,0.9328056405355958,0.9174068084261816,0.12247021964075881,2021-10-27
0.916910459263627,0.955967152193773,0.932784318348673,0.9526042405847612,0.1270390565619347,2021-10-28
0.952332134512986,0.9688330017750356,0.9684415825782041,0.9790190210441732,0.10305218265284487,2021-10-29
0.9788800846685342,0.9592120777347174,0.9783243197529597,0.9734405169299936,0.08963429533938266,2021-10-30
0.9724856070737418,0.9604363393945569,0.964148080563015,0.9640664607779335,0.08987204899007992,2021-10-31
0.9637698940391581,0.9606429724655631,0.9577802245904291,0.9588923143707944,0.10103530923127392,2021-11-01
0.9578963423170279,0.9900112879688029,0.9742038883313339,0.99544263883636,0.10559297096449625,2021-11-02
0.9955698176534609,0.9783229009421371,0.9827893833856539,0.9912257657303389,0.1009615189987686,2021-11-03
0.9904307007758075,0.9719840146478217,0.9763303340502071,0.9662587181876989,0.09094185782111287,2021-11-04
0.9660658860957376,0.9626150131196128,0.9770852052142566,0.9608871156748138,0.08520015343219782,2021-11-05
0.9596331259084661,0.9473046030487938,0.9656504749528151,0.967496529506747,0.08088785034270228,2021-11-06
0.967625452111504,0.9752641653096238,0.9869588230476875,0.9970972090869334,0.06841446131998191,2021-11-07
0.997045303265023,1.045259562664255,1.0190644006970349,1.066839690812571,0.11524158145034413,2021-11-08
1.0662013292345667,1.059053216776163,1.0700885352687417,1.0570523454991676,0.11876066668632987,2021-11-09
1.0563944338492486,1.0632285258257903,1.0167810236515067,1.0245386584320488,0.13695837655062765,2021-11-10
1.0239275837917203,1.0115283643347688,1.0331123787023415,1.0237940054369683,0.1002644935155325,2021-11-11
1.0220380552338133,1.009625012666392,1.0020985628577592,1.010732924184412,0.10084776220162188,2021-11-12
1.0104312356683702,1.0008466609406181,1.0183870110909854,1.015891199580435,0.08482644213446322,2021-11-13
1.0153190748584753,1.0101783615859443,1.0241658497430772,1.0322963118877855,0.06954335330162147,2021-11-14
1.0328465285920838,1.022841540926323,1.0224919593215198,1.0008950743268679,0.08506783216513553,2021-11-15
1.0032466336312333,0.981612046610287,0.9463787569513361,0.9450229032762145,0.13157147426073285,2021-11-16
0.9443529117476425,0.9349524741019644,0.9379655451760858,0.9484240571767467,0.10968128502354485,2021-11-17
0.9479789669668366,0.9369635768949395,0.904969159193446,0.8920707435203504,0.11599181110237049,2021-11-18
0.8910184517668003,0.8951380861103639,0.8907668085286177,0.9114388538175289,0.10832210381881686,2021-11-19
0.9110623436264328,0.9194336067900174,0.9204029484123725,0.9373895835508337,0.08525487193882732,2021-11-20
0.9376256453790497,0.9217612324547007,0.9397041894561097,0.9214877176227805,0.07240273543798928,2021-11-21
0.9207930592302407,0.9098762137792981,0.8903412175896316,0.8813318436105723,0.09785298115048703,2021-11-22
0.8812908835696731,0.8874795787218869,0.8895505251361001,0.9023834389866057,0.10484807718166514,2021-11-23
0.9020310561381568,0.8863129352954506,0.8951175196059593,0.8811860486499941,0.1024202151358611,2021-11-24
0.8954465144601493,0.9115124206431435,0.9149773364587387,0.897540849182783,0.09570533496874645,2021-11-25
0.9249604662773129,0.9085416220168233,0.8549018333457934,0.8365975327272112,0.11719800644974838,2021-11-26
0.8390618439730776,0.8464774122474383,0.856557681909126,0.8570820763584677,0.0850738120807252,2021-11-27
0.8567648452281555,0.8797232587170021,0.8550188757733657,0.8971095043103562,0.07809502318889183,2021-11-28
0.8975264282598493,0.9035400322589713,0.9090291668099691,0.9062900239335037,0.09024223875652149,2021-11-29
0.9063764515349099,0.9074131601093426,0.8966804690227436,0.8931118055444771,0.10262874695860942,2021-11-30
0.8912130763643042,0.9062582793612185,0.9050076047358091,0.8968030714770237,0.10305593348173028,2021-12-01
0.8963008072117841,0.8790049178595088,0.8939571331743466,0.8844329901768907,0.09026830480996459,2021-12-02
0.8846553838952841,0.8811455358776636,0.8368774307215581,0.8370660170713972,0.11142526393039014,2021-12-03
0.8389212389356826,0.8235375555047985,0.6752733294804859,0.7647294262005869,0.17309444664455323,2021-12-04
0.7644919143213058,0.7569273551786821,0.7589624047746899,0.7674952893727839,0.10402682418806253,2021-12-05
0.7679773002911218,0.7756288121440298,0.7492805554352732,0.7874611011363362,0.10548058474445042,2021-12-06
0.7871890596205211,0.7918164535362631,0.7978992188189512,0.789393253675903,0.09397146425648403,2021-12-07
0.788600248482383,0.7795233895728978,0.7742208271598874,0.7861808814145383,0.07913104022242737,2021-12-08
0.7850226888168325,0.7734975036382046,0.750579109690547,0.7395852914488886,0.08234028648419199,2021-12-09
