date,Sentiment,average_sentiment_score
26-05-2020,positive,0.502465546
27-05-2020,negative,0.459642828
28-05-2020,positive,0.524172544
29-05-2020,positive,0.642102003
30-05-2020,negative,0.433942467
31-05-2020,negative,0.418977112
01-06-2020,negative,0.484626681
02-06-2020,positive,0.545289636
03-06-2020,negative,0.449827403
04-06-2020,positive,0.577120423
05-06-2020,positive,0.530478239
06-06-2020,negative,0.318100631
07-06-2020,positive,0.562014401
08-06-2020,positive,0.547319591
09-06-2020,negative,0.49768132
10-06-2020,positive,0.504423559
11-06-2020,positive,0.507606208
12-06-2020,positive,0.579033375
13-06-2020,negative,0.467679977
14-06-2020,positive,0.55077523
15-06-2020,negative,0.448287487
16-06-2020,negative,0.452668697
17-06-2020,negative,0.492812693
18-06-2020,negative,0.453821659
19-06-2020,negative,0.462701917
20-06-2020,negative,0.381610841
21-06-2020,positive,0.534555912
22-06-2020,positive,0.560910463
23-06-2020,negative,0.449356556
24-06-2020,negative,0.467884988
25-06-2020,negative,0
26-06-2020,negative,0.416501611
27-06-2020,positive,0.595721781
28-06-2020,positive,0.607771099
29-06-2020,positive,0.546455085
30-06-2020,negative,0.457206935
01-07-2020,positive,0.546719253
02-07-2020,negative,0.46737358
03-07-2020,positive,0.534759462
04-07-2020,negative,0.484394103
05-07-2020,negative,0.442451179
06-07-2020,negative,0.43936196
07-07-2020,positive,0.577486992
08-07-2020,positive,0.528559268
09-07-2020,negative,0.474226952
10-07-2020,negative,0.375947803
11-07-2020,negative,0.436299711
12-07-2020,negative,0.493323117
13-07-2020,positive,0.56210947
14-07-2020,positive,0.516622663
15-07-2020,positive,0.533934593
16-07-2020,negative,0.495463669
17-07-2020,positive,0.620831728
18-07-2020,negative,0.431133687
19-07-2020,positive,0.637631834
20-07-2020,negative,0.470160544
21-07-2020,positive,0.561706543
22-07-2020,positive,0.583237171
23-07-2020,positive,0.533997953
24-07-2020,positive,0.553505301
25-07-2020,positive,0.604475379
26-07-2020,positive,0.514720857
27-07-2020,negative,0.496415168
28-07-2020,negative,0.345999867
29-07-2020,negative,0.430631071
30-07-2020,positive,0.537446916
31-07-2020,negative,0.4482871
01-08-2020,negative,0.472598583
02-08-2020,positive,0.656035006
03-08-2020,positive,0.58409667
04-08-2020,negative,0.456973493
05-08-2020,positive,0.51483357
06-08-2020,positive,0.580278933
07-08-2020,positive,0.534964859
08-08-2020,positive,0.510098398
09-08-2020,negative,0.364676356
10-08-2020,positive,0.518924952
11-08-2020,positive,0.515593648
12-08-2020,negative,0.486337274
13-08-2020,negative,0.46439901
14-08-2020,negative,0.400362521
15-08-2020,negative,0.492903173
16-08-2020,positive,0.502590597
17-08-2020,negative,0.48342067
18-08-2020,positive,0.510394871
19-08-2020,positive,0.534080923
20-08-2020,negative,0.451799929
21-08-2020,negative,0.446191758
22-08-2020,positive,0.55041039
23-08-2020,negative,0.474069446
24-08-2020,negative,0.452365726
25-08-2020,negative,0.474266082
26-08-2020,negative,0.480485678
27-08-2020,negative,0.499643058
31-08-2020,positive,0.532067299
01-09-2020,positive,0.537370086
02-09-2020,positive,0.561014533
03-09-2020,positive,0.508005083
04-09-2020,negative,0.469233572
05-09-2020,positive,0.543155968
06-09-2020,positive,0.546513498
07-09-2020,negative,0.459608585
08-09-2020,positive,0.504126787
09-09-2020,negative,0.46189934
10-09-2020,positive,0.552729249
11-09-2020,negative,0.440466821
12-09-2020,positive,0.610263586
13-09-2020,positive,0.540150046
14-09-2020,positive,0.558693528
15-09-2020,negative,0.422132194
16-09-2020,negative,0.469876081
17-09-2020,positive,0.566905677
18-09-2020,negative,0.42083174
19-09-2020,negative,0.44718644
20-09-2020,positive,0.549090862
21-09-2020,negative,0.496383548
22-09-2020,positive,0.566915631
23-09-2020,positive,0.576890051
24-09-2020,positive,0.544927537
25-09-2020,positive,0.526355207
26-09-2020,positive,0.592224538
27-09-2020,negative,0.250938743
28-09-2020,negative,0.413610965
29-09-2020,negative,0.414360553
30-09-2020,negative,0.389906824
01-10-2020,positive,0.567408681
02-10-2020,positive,0.536861956
03-10-2020,positive,0.627926767
04-10-2020,negative,0.465173632
05-10-2020,positive,0.528151095
06-10-2020,positive,0.535148263
07-10-2020,negative,0.466174304
08-10-2020,positive,0.508647561
09-10-2020,positive,0.515084565
10-10-2020,positive,0.547559619
11-10-2020,positive,0.502825916
12-10-2020,positive,0.53940326
13-10-2020,positive,0.558027625
14-10-2020,negative,0.431078583
15-10-2020,negative,0.429828763
16-10-2020,negative,0.491578311
17-10-2020,positive,0.525290728
18-10-2020,negative,0.489649177
19-10-2020,negative,0.487163067
20-10-2020,positive,0.593030453
21-10-2020,negative,0.358334273
22-10-2020,negative,0.461333901
23-10-2020,negative,0.461808801
24-10-2020,positive,0.670919418
25-10-2020,negative,0.433734685
26-10-2020,positive,0.597398818
27-10-2020,positive,0.503458261
28-10-2020,negative,0.471938848
29-10-2020,positive,0.56066066
30-10-2020,negative,0.441903442
31-10-2020,positive,0.516863286
01-11-2020,positive,0.530257046
02-11-2020,negative,0.448393524
03-11-2020,negative,0.479643941
04-11-2020,positive,0.550568461
05-11-2020,positive,0.571300745
06-11-2020,positive,0.606836081
07-11-2020,positive,0.501401365
08-11-2020,negative,0.372190386
09-11-2020,positive,0.550685406
10-11-2020,negative,0.499926925
11-11-2020,negative,0.486005604
12-11-2020,positive,0.562102795
13-11-2020,positive,0.504588008
14-11-2020,negative,0.438074172
15-11-2020,negative,0.473439157
16-11-2020,positive,0.530196726
17-11-2020,positive,0.533606768
18-11-2020,positive,0.506948829
19-11-2020,negative,0.443032414
20-11-2020,negative,0.459366649
21-11-2020,negative,0.432603925
22-11-2020,positive,0.556367397
23-11-2020,positive,0.513443112
24-11-2020,negative,0.447871357
25-11-2020,positive,0.509994924
26-11-2020,negative,0.445264071
27-11-2020,negative,0.495061845
28-11-2020,positive,0.504226267
29-11-2020,negative,0.422723919
30-11-2020,negative,0.476067126
01-12-2020,negative,0.470228463
02-12-2020,negative,0.464166343
03-12-2020,negative,0.436708659
04-12-2020,negative,0.419281721
05-12-2020,positive,0.538863301
06-12-2020,negative,0.439019591
07-12-2020,positive,0.563569307
08-12-2020,positive,0.501089752
09-12-2020,negative,0.39199993
10-12-2020,positive,0.531297863
11-12-2020,negative,0.427613884
12-12-2020,negative,0.471093118
13-12-2020,negative,0.479561418
14-12-2020,negative,0.462859064
15-12-2020,positive,0.503042281
16-12-2020,positive,0.520553708
17-12-2020,negative,0.489020616
18-12-2020,negative,0.479999274
19-12-2020,positive,0.532574594
20-12-2020,positive,0.544481337
21-12-2020,negative,0.403133154
22-12-2020,negative,0.48064363
23-12-2020,positive,0.530182242
24-12-2020,negative,0.483551621
25-12-2020,positive,0.570445895
26-12-2020,negative,0.426194549
27-12-2020,negative,0.4839634
28-12-2020,positive,0.530159473
29-12-2020,positive,0.547642708
30-12-2020,negative,0.47306636
31-12-2020,positive,0.524472356
01-01-2021,positive,0.65986073
02-01-2021,negative,0.430938482
03-01-2021,positive,0.557405591
04-01-2021,negative,0.487171859
05-01-2021,positive,0.538164318
06-01-2021,positive,0.529102683
07-01-2021,positive,0.504109442
08-01-2021,negative,0.465194315
09-01-2021,positive,0.536996007
10-01-2021,negative,0.497183502
11-01-2021,positive,0.533935368
12-01-2021,negative,0.459407896
13-01-2021,negative,0.475948721
14-01-2021,positive,0.553157985
15-01-2021,positive,0.566197634
16-01-2021,negative,0.427862555
17-01-2021,positive,0.50371331
18-01-2021,positive,0.649601877
19-01-2021,positive,0.541379452
20-01-2021,negative,0.386048883
21-01-2021,negative,0.445154458
22-01-2021,positive,0.529908299
23-01-2021,negative,0.40352574
24-01-2021,positive,0.558449864
25-01-2021,positive,0.504139781
26-01-2021,negative,0.469416231
27-01-2021,negative,0.380306482
28-01-2021,negative,0.450365871
29-01-2021,positive,0.501170099
30-01-2021,negative,0.39494428
31-01-2021,positive,0.56788063
01-02-2021,positive,0.549476087
02-02-2021,negative,0.455607057
03-02-2021,negative,0.438063413
04-02-2021,positive,0.542104304
05-02-2021,negative,0.499628484
06-02-2021,negative,0.359833211
07-02-2021,positive,0.531331718
08-02-2021,negative,0.393319547
09-02-2021,positive,0.531204939
10-02-2021,negative,0.455813617
11-02-2021,negative,0.414447278
12-02-2021,negative,0.489338636
13-02-2021,negative,0.407808661
14-02-2021,positive,0.574283302
15-02-2021,positive,0.600149691
16-02-2021,negative,0.422340125
17-02-2021,positive,0.547966897
18-02-2021,negative,0
19-02-2021,negative,0.404999435
20-02-2021,negative,0.403574854
21-02-2021,positive,0.512741625
22-02-2021,negative,0.499200046
23-02-2021,negative,0.380981565
24-02-2021,negative,0.435847878
25-02-2021,negative,0.479676962
26-02-2021,negative,0.41859898
27-02-2021,positive,0.578771889
28-02-2021,positive,0.556253612
01-03-2021,positive,0.565386772
02-03-2021,positive,0.511030495
03-03-2021,positive,0.571981847
04-03-2021,negative,0.416870594
05-03-2021,positive,0.557154179
06-03-2021,positive,0.631401181
07-03-2021,negative,0.437138081
08-03-2021,negative,0.481651485
09-03-2021,negative,0.420253307
10-03-2021,positive,0.513751805
11-03-2021,negative,0.410102725
12-03-2021,positive,0.552498043
13-03-2021,negative,0.496061385
14-03-2021,negative,0.491583079
15-03-2021,positive,0.510807991
16-03-2021,negative,0.492724746
17-03-2021,negative,0.450541764
18-03-2021,negative,0.432513714
19-03-2021,negative,0.369901538
20-03-2021,negative,0.355200231
21-03-2021,negative,0.413759708
22-03-2021,negative,0.423633665
23-03-2021,positive,0.627153337
24-03-2021,negative,0.462365896
25-03-2021,positive,0.570887864
26-03-2021,negative,0.460132807
27-03-2021,negative,0.403671265
28-03-2021,positive,0.500795901
29-03-2021,positive,0.575446784
30-03-2021,negative,0.486272454
31-03-2021,positive,0.60847044
01-04-2021,positive,0.53788358
02-04-2021,negative,0.457300842
03-04-2021,positive,0.553155601
04-04-2021,positive,0.688686907
05-04-2021,positive,0.53657788
06-04-2021,positive,0.538235307
07-04-2021,negative,0.490679592
08-04-2021,negative,0.477278322
09-04-2021,positive,0.50576365
10-04-2021,positive,0.574332237
11-04-2021,negative,0.408350468
12-04-2021,positive,0.549580455
13-04-2021,negative,0.416434884
14-04-2021,negative,0.398907244
15-04-2021,negative,0.419542521
16-04-2021,negative,0.365672648
17-04-2021,positive,0.683123589
18-04-2021,positive,0.566216052
19-04-2021,negative,0.493187338
20-04-2021,negative,0.457477152
21-04-2021,positive,0.608537912
22-04-2021,positive,0.539201558
23-04-2021,negative,0.417022556
24-04-2021,negative,0.370340377
25-04-2021,positive,0.508275509
26-04-2021,positive,0.543262303
27-04-2021,positive,0.572756886
28-04-2021,positive,0.600030422
29-04-2021,positive,0.503217399
30-04-2021,negative,0.459088385
01-05-2021,negative,0.497118711
02-05-2021,positive,0.53974539
03-05-2021,negative,0.469784409
04-05-2021,negative,0.488756657
05-05-2021,positive,0.569155157
06-05-2021,negative,0.479574651
07-05-2021,positive,0.501009583
08-05-2021,positive,0.539496005
09-05-2021,positive,0.524662137
10-05-2021,positive,0.504522085
11-05-2021,positive,0.526251972
12-05-2021,negative,0.346710682
13-05-2021,negative,0.48910585
14-05-2021,positive,0.50031364
15-05-2021,positive,0.518494427
16-05-2021,negative,0.399325311
17-05-2021,negative,0.452949345
18-05-2021,positive,0.53232646
19-05-2021,negative,0.422016561
20-05-2021,negative,0.498100758
21-05-2021,negative,0.383216202
22-05-2021,positive,0.749432981
23-05-2021,negative,0.428037494
24-05-2021,positive,0.509898067
25-05-2021,negative,0.469727308
26-05-2021,positive,0.531562626
27-05-2021,positive,0.687091172
28-05-2021,positive,0.588798344
29-05-2021,positive,0.692781389
30-05-2021,negative,0.425590277
31-05-2021,negative,0.487107724
01-06-2021,positive,0.522478223
02-06-2021,negative,0.427922994
03-06-2021,negative,0.486245066
04-06-2021,positive,0.586051702
05-06-2021,positive,0.631292105
06-06-2021,negative,0.471916884
07-06-2021,negative,0.488825202
08-06-2021,negative,0.450242788
09-06-2021,negative,0.447440028
10-06-2021,negative,0.394187272
11-06-2021,positive,0.505864203
12-06-2021,positive,0.577543318
13-06-2021,negative,0.364985496
14-06-2021,positive,0.509151161
15-06-2021,negative,0.321111202
16-06-2021,negative,0.448003709
17-06-2021,positive,0.567285419
18-06-2021,negative,0.456017345
19-06-2021,positive,0.553464353
20-06-2021,negative,0.425794154
21-06-2021,positive,0.558561444
22-06-2021,positive,0.588095725
23-06-2021,positive,0.508153319
24-06-2021,negative,0.424293071
25-06-2021,negative,0.45844835
26-06-2021,negative,0.39139998
27-06-2021,positive,0.706043959
28-06-2021,positive,0.549873114
29-06-2021,positive,0.599098325
30-06-2021,positive,0.545007586
01-07-2021,negative,0.495417714
02-07-2021,negative,0.463326484
03-07-2021,negative,0.424925208
04-07-2021,positive,0.519860029
05-07-2021,positive,0.536833942
06-07-2021,negative,0.46016711
07-07-2021,negative,0.495436043
08-07-2021,negative,0.493535876
09-07-2021,positive,0.540597379
10-07-2021,negative,0.434886932
11-07-2021,positive,0.627101064
12-07-2021,negative,0.426640332
13-07-2021,positive,0.574887216
14-07-2021,negative,0.423468113
15-07-2021,positive,0.576036513
16-07-2021,positive,0.520298004
17-07-2021,negative,0.417562008
18-07-2021,negative,0.308546126
19-07-2021,negative,0.487120032
20-07-2021,negative,0.447377682
21-07-2021,positive,0.580427349
22-07-2021,positive,0.563960791
23-07-2021,positive,0.545597196
24-07-2021,positive,0.5589571
25-07-2021,positive,0.763915777
26-07-2021,positive,0.56837672
27-07-2021,positive,0.501635551
28-07-2021,negative,0.497542769
29-07-2021,negative,0.498936534
30-07-2021,negative,0.42915374
31-07-2021,negative,0.368591845
01-08-2021,positive,0.625881612
02-08-2021,negative,0.499984384
03-08-2021,positive,0.528895855
04-08-2021,negative,0.410259455
05-08-2021,positive,0.574230433
06-08-2021,negative,0.492632896
07-08-2021,positive,0.588683724
08-08-2021,positive,0.633378744
09-08-2021,positive,0.504643977
10-08-2021,positive,0.52740705
11-08-2021,positive,0.565434694
12-08-2021,positive,0.502378881
13-08-2021,positive,0.514449
14-08-2021,negative,0.393344551
15-08-2021,negative,0.443055749
16-08-2021,positive,0.588417768
17-08-2021,negative,0.459612638
18-08-2021,negative,0.432532281
19-08-2021,negative,0.460055351
20-08-2021,negative,0.485109329
21-08-2021,positive,0.588114619
22-08-2021,negative,0.279878557
23-08-2021,negative,0.412897497
24-08-2021,negative,0.393520772
25-08-2021,negative,0.451985627
26-08-2021,negative,0.498948514
27-08-2021,negative,0.49195531
28-08-2021,positive,0.528684676
29-08-2021,positive,0.545740187
30-08-2021,positive,0.538623869
31-08-2021,negative,0.492721707
01-09-2021,negative,0.468460947
02-09-2021,negative,0.498429298
03-09-2021,positive,0.528714836
04-09-2021,positive,0.604266405
05-09-2021,negative,0.280965716
06-09-2021,negative,0.452991277
08-09-2021,negative,0.46645081
09-09-2021,positive,0.516359746
10-09-2021,negative,0.445688426
11-09-2021,negative,0.437469751
12-09-2021,negative,0.356103778
13-09-2021,positive,0.511337698
14-09-2021,positive,0.566634953
15-09-2021,positive,0.522510409
16-09-2021,negative,0.449863762
17-09-2021,negative,0.36086756
18-09-2021,positive,0.621019483
19-09-2021,positive,0.513589323
20-09-2021,negative,0.445499837
21-09-2021,negative,0.432180613
22-09-2021,negative,0.46452564
23-09-2021,negative,0.389832288
24-09-2021,negative,0.415926754
25-09-2021,positive,0.523489475
26-09-2021,negative,0.380098253
27-09-2021,positive,0.515326977
28-09-2021,negative,0.495498002
29-09-2021,negative,0.435833722
30-09-2021,negative,0.42277196
01-10-2021,positive,0.509897828
02-10-2021,positive,0.578115463
03-10-2021,positive,0.515922546
04-10-2021,positive,0.540816605
05-10-2021,negative,0.44346869
06-10-2021,positive,0.543512821
07-10-2021,positive,0.534482121
08-10-2021,negative,0.403103441
09-10-2021,positive,0.643377423
10-10-2021,negative,0.427542448
11-10-2021,negative,0.469918728
12-10-2021,positive,0.609865963
13-10-2021,positive,0.592920959
14-10-2021,positive,0.524185419
15-10-2021,negative,0.429137677
16-10-2021,positive,0.526494801
17-10-2021,positive,0.633759916
18-10-2021,positive,0.590017974
19-10-2021,negative,0.406217992
20-10-2021,positive,0.532172859
21-10-2021,positive,0.605102718
22-10-2021,negative,0.470225573
23-10-2021,negative,0.478022575
24-10-2021,positive,0.512664914
25-10-2021,positive,0.51305294
26-10-2021,negative,0.434592277
27-10-2021,negative,0.492705613
28-10-2021,positive,0.567143559
29-10-2021,negative,0.443308175
30-10-2021,negative,0.401094466
31-10-2021,positive,0.597157538
01-11-2021,negative,0.430603981
02-11-2021,negative,0.41029042
03-11-2021,negative,0.483571947
04-11-2021,positive,0.521194696
05-11-2021,negative,0.499180436
06-11-2021,positive,0.514909804
07-11-2021,negative,0.494305521
08-11-2021,positive,0.578359008
09-11-2021,negative,0.453884035
10-11-2021,positive,0.549671888
11-11-2021,positive,0.576650321
12-11-2021,negative,0.454027325
13-11-2021,positive,0.546225727
14-11-2021,negative,0.383971661
15-11-2021,negative,0.495782703
16-11-2021,negative,0.478757262
17-11-2021,positive,0.543087661
18-11-2021,positive,0.572032988
19-11-2021,negative,0.467510849
20-11-2021,negative,0.485366613
21-11-2021,positive,0.645506024
22-11-2021,negative,0.446878403
23-11-2021,positive,0.5191167
24-11-2021,positive,0.516684473
25-11-2021,negative,0.423634529
26-11-2021,positive,0.620473504
27-11-2021,positive,0.683004558
28-11-2021,positive,0.578016698
29-11-2021,negative,0.461650342
30-11-2021,negative,0.46060136
01-12-2021,negative,0.45525223
02-12-2021,positive,0.621750057
03-12-2021,positive,0.623167157
04-12-2021,negative,0.442609966
05-12-2021,negative,0.475795299
06-12-2021,positive,0.552073538
07-12-2021,positive,0.540816069
08-12-2021,positive,0.642491996
09-12-2021,positive,0.548281729
10-12-2021,positive,0.521989703
11-12-2021,negative,0.481626183
12-12-2021,positive,0.599812865
13-12-2021,positive,0.540398121
14-12-2021,negative,0.479631364
15-12-2021,positive,0.666132092
16-12-2021,negative,0.461626828
17-12-2021,positive,0.59631896
18-12-2021,negative,0.476595193
19-12-2021,positive,0.534526706
20-12-2021,negative,0.327364564
21-12-2021,positive,0.55783993
22-12-2021,negative,0.42752713
23-12-2021,negative,0.415979713
24-12-2021,positive,0.59202975
25-12-2021,positive,0.515716434
26-12-2021,positive,0.527949154
27-12-2021,negative,0.41886124
28-12-2021,positive,0.546190619
29-12-2021,positive,0.5803231
30-12-2021,positive,0.681648433
31-12-2021,negative,0.433446407
01-01-2022,negative,0.177793741
02-01-2022,negative,0.457579136
03-01-2022,positive,0.56620878
04-01-2022,negative,0.48583293
05-01-2022,positive,0.59705466
06-01-2022,negative,0.496640563
07-01-2022,negative,0.456099093
08-01-2022,positive,0.790614247
09-01-2022,positive,0.502446532
10-01-2022,positive,0.502824068
11-01-2022,positive,0.522654474
12-01-2022,negative,0.445228666
13-01-2022,positive,0.612838089
14-01-2022,negative,0.448119372
15-01-2022,positive,0.62616396
16-01-2022,negative,0.484219044
17-01-2022,positive,0.520397305
18-01-2022,negative,0.484456748
19-01-2022,negative,0.370520562
20-01-2022,negative,0.363551259
21-01-2022,positive,0.572384417
22-01-2022,negative,0.309534043
23-01-2022,positive,0.64555043
24-01-2022,positive,0.510567844
25-01-2022,positive,0.554047823
26-01-2022,negative,0.298695713
27-01-2022,negative,0.45206368
28-01-2022,negative,0.409692138
29-01-2022,positive,0.599641919
30-01-2022,positive,0.554096103
31-01-2022,negative,0.460171461
01-02-2022,negative,0.416315436
02-02-2022,positive,0.546830952
03-02-2022,positive,0.567243934
04-02-2022,negative,0.428565979
05-02-2022,negative,0.365032017
06-02-2022,negative,0.461551875
07-02-2022,positive,0.5658409
08-02-2022,negative,0.48949343
09-02-2022,negative,0.39160946
10-02-2022,negative,0.454640925
11-02-2022,negative,0.442314446
12-02-2022,negative,0.478681773
13-02-2022,positive,0.583027661
14-02-2022,negative,0.477920175
15-02-2022,negative,0.425237864
16-02-2022,positive,0.528846681
17-02-2022,negative,0.37437892
18-02-2022,positive,0.5698964
19-02-2022,positive,0.592769027
20-02-2022,positive,0.581297576
21-02-2022,negative,0.482707471
22-02-2022,positive,0.562701702
23-02-2022,negative,0.443291456
24-02-2022,positive,0.531007767
25-02-2022,positive,0.510626733
26-02-2022,negative,0.393889666
27-02-2022,positive,0.549634576
28-02-2022,negative,0
01-03-2022,negative,0
02-03-2022,negative,0.464136302
03-03-2022,negative,0.419216335
04-03-2022,positive,0.640615344
05-03-2022,positive,0.557135582
06-03-2022,negative,0.405096322
07-03-2022,negative,0.479167163
08-03-2022,negative,0.489714295
09-03-2022,negative,0
10-03-2022,negative,0.418777972
11-03-2022,positive,0.532275379
12-03-2022,negative,0.474714994
13-03-2022,negative,0.407347918
14-03-2022,negative,0.443008512
15-03-2022,positive,0.552891493
16-03-2022,positive,0.506954491
17-03-2022,positive,0.528505385
18-03-2022,positive,0.522662878
19-03-2022,positive,0.54229641
20-03-2022,negative,0.28217122
21-03-2022,negative,0.492483467
22-03-2022,positive,0.519248247
23-03-2022,negative,0.439012408
24-03-2022,negative,0.460221529
25-03-2022,positive,0.661546052
26-03-2022,negative,0.388049662
27-03-2022,positive,0.548580945
28-03-2022,positive,0.504807174
29-03-2022,positive,0.560322225
30-03-2022,positive,0.546563387
31-03-2022,positive,0.602058709
01-04-2022,negative,0.489776373
02-04-2022,positive,0.629625022
03-04-2022,positive,0.68681699
04-04-2022,negative,0.408077598
05-04-2022,negative,0.25337258
06-04-2022,positive,0.511402011
07-04-2022,positive,0.529920518
08-04-2022,negative,0.396678537
09-04-2022,positive,0.528107107
10-04-2022,negative,0.463949144
11-04-2022,negative,0.473781228
12-04-2022,negative,0.482264936
13-04-2022,positive,0.529737771
14-04-2022,positive,0.516976416
15-04-2022,negative,0.475442767
16-04-2022,positive,0.558863342
17-04-2022,negative,0.472933978
18-04-2022,negative,0.432518542
19-04-2022,positive,0.625621676
20-04-2022,negative,0.485298157
21-04-2022,negative,0.48677972
22-04-2022,positive,0.536274612
23-04-2022,negative,0.447419554
24-04-2022,positive,0.50061965
25-04-2022,negative,0.488565922
26-04-2022,positive,0.553638697
27-04-2022,negative,0.423075765
28-04-2022,negative,0.426471293
29-04-2022,negative,0.425849527
30-04-2022,positive,0.562666714
01-05-2022,negative,0.446251124
02-05-2022,positive,0.551552653
03-05-2022,negative,0.498184711
04-05-2022,positive,0.54158473
05-05-2022,positive,0.5807845
06-05-2022,negative,0.452708811
07-05-2022,positive,0.602230132
08-05-2022,negative,0.376730025
09-05-2022,positive,0.659140646
10-05-2022,negative,0.441608012
11-05-2022,negative,0.424813807
12-05-2022,negative,0
13-05-2022,positive,0.610191286
14-05-2022,negative,0.481768429
15-05-2022,positive,0.545260668
16-05-2022,negative,0.42922017
17-05-2022,positive,0.58694154
18-05-2022,negative,0.45127821
19-05-2022,negative,0.386768281
20-05-2022,negative,0.469710797
21-05-2022,positive,0.6260342
22-05-2022,positive,0.735757589
23-05-2022,positive,0.525432527
24-05-2022,negative,0.461818844
25-05-2022,positive,0.53301084
26-05-2022,positive,0.501832008
27-05-2022,negative,0.484723568
28-05-2022,negative,0.451696217
29-05-2022,positive,0.554546118
30-05-2022,positive,0.518543005
31-05-2022,negative,0.496696293
01-06-2022,negative,0.476932049
02-06-2022,positive,0.548850238
03-06-2022,positive,0.694961846
04-06-2022,positive,0.579693675
05-06-2022,negative,0.477689445
06-06-2022,negative,0.394593149
07-06-2022,negative,0.378990769
08-06-2022,positive,0.531302512
09-06-2022,negative,0.461303622
10-06-2022,positive,0.534193814
11-06-2022,negative,0.466430306
12-06-2022,positive,0.547777653
13-06-2022,positive,0.631604016
14-06-2022,positive,0.558682442
15-06-2022,negative,0.443507254
16-06-2022,positive,0.615850747
17-06-2022,positive,0.564132929
18-06-2022,negative,0.420459867
19-06-2022,positive,0.549987078
20-06-2022,positive,0.600301266
21-06-2022,negative,0.477565527
22-06-2022,positive,0.558927894
23-06-2022,negative,0.336203426
24-06-2022,positive,0.546097994
25-06-2022,positive,0.503269017
26-06-2022,negative,0.379601598
27-06-2022,negative,0.411205888
28-06-2022,negative,0.443509191
29-06-2022,negative,0.499267876
30-06-2022,positive,0.524398685
01-07-2022,negative,0
02-07-2022,positive,0.511438429
03-07-2022,positive,0.548140943
04-07-2022,negative,0.474941611
05-07-2022,negative,0.478320867
06-07-2022,positive,0.500125527
07-07-2022,negative,0.479001015
08-07-2022,positive,0.51140362
09-07-2022,positive,0.574673831
10-07-2022,positive,0.548253238
11-07-2022,positive,0.60063839
12-07-2022,negative,0.436189324
13-07-2022,negative,0.494374722
14-07-2022,positive,0.625996172
15-07-2022,negative,0.425831407
16-07-2022,negative,0.442184597
17-07-2022,negative,0.236197948
18-07-2022,negative,0.461209238
19-07-2022,negative,0.476188093
20-07-2022,positive,0.518945456
21-07-2022,negative,0
22-07-2022,negative,0.460244417
23-07-2022,negative,0.408652902
24-07-2022,positive,0.522096217
25-07-2022,negative,0.433370918
26-07-2022,positive,0.543493211
27-07-2022,positive,0.553396046
28-07-2022,negative,0.481657505
29-07-2022,negative,0.44831425
30-07-2022,negative,0.495778948
31-07-2022,negative,0.452223569
01-08-2022,positive,0.514707625
02-08-2022,negative,0.497674912
03-08-2022,positive,0.509158492
04-08-2022,negative,0.480371445
05-08-2022,positive,0.554736614
06-08-2022,negative,0.453193605
07-08-2022,negative,0.359877884
08-08-2022,negative,0.368385136
09-08-2022,positive,0.549651921
10-08-2022,positive,0.502822459
11-08-2022,negative,0.454623461
12-08-2022,positive,0.50322175
13-08-2022,negative,0.374876589
14-08-2022,negative,0.406218886
15-08-2022,positive,0.520601034
16-08-2022,negative,0
17-08-2022,positive,0.501007259
18-08-2022,negative,0.423388034
19-08-2022,negative,0.48278901
20-08-2022,negative,0.427764773
21-08-2022,negative,0.461220354
22-08-2022,negative,0.494299471
23-08-2022,negative,0
24-08-2022,negative,0.419679314
25-08-2022,negative,0
26-08-2022,positive,0.534414947
27-08-2022,positive,0.57064271
28-08-2022,positive,0.607280791
29-08-2022,positive,0.622475326
30-08-2022,negative,0.469201148
31-08-2022,negative,0
01-09-2022,negative,0.347159117
02-09-2022,negative,0.420751572
03-09-2022,positive,0.565590024
04-09-2022,negative,0.468652785
05-09-2022,negative,0.45836255
06-09-2022,positive,0.571289957
07-09-2022,negative,0.42041868
08-09-2022,negative,0.479681671
09-09-2022,negative,0.453927577
10-09-2022,positive,0.580507994
11-09-2022,positive,0.514736831
12-09-2022,positive,0.553420365
13-09-2022,positive,0.546488762
14-09-2022,positive,0.597903609
15-09-2022,positive,0.625134706
16-09-2022,positive,0.542525291
17-09-2022,negative,0.470288754
18-09-2022,positive,0.652122617
19-09-2022,positive,0.609539211
20-09-2022,positive,0.597413659
21-09-2022,positive,0.504766822
22-09-2022,negative,0.422154069
23-09-2022,negative,0.431128263
